CUSTKEY,CUSTNAME,CUSTPHONE,SEGMENT,NATIONKEY_CUS,NATION_CUS,NATIONCOMMENT_CUS,ORDERDATE,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY_SUPP,NATION_SUPP,NATIONCOMMENT_SUPP,QUANTITY,DISCOUNT
59,Customer#000000059,11-355-584-3112,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,04/04/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",13,0.1
109,Customer#000000109,26-992-422-8153,BUILDING,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",21/06/1998,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,26,0.02
109,Customer#000000109,26-992-422-8153,BUILDING,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",21/06/1998,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,26,0.02
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,26/12/1993,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,21,0.07
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,26/12/1993,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,21,0.07
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,10/10/1993,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,44,0.04
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16/07/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,2,0.08
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16/07/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,2,0.08
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16/07/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,2,0.08
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16/07/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,2,0.08
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,11/04/1995,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,9,0.03
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,11/04/1995,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,9,0.03
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/01/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,31,0.08
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/01/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,31,0.08
116,Customer#000000116,26-632-309-5792,BUILDING,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",26/09/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,3,0.06
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,21/01/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,38,0.1
106,Customer#000000106,11-751-989-4627,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,25/09/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,46,0.01
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,25/07/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,32,0.06
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,25/07/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,32,0.06
140,Customer#000000140,14-273-885-6505,MACHINERY,4,EGYPT,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,02/03/1995,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,9,0.06
140,Customer#000000140,14-273-885-6505,MACHINERY,4,EGYPT,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,02/03/1995,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,9,0.06
22,Customer#000000022,13-806-545-9701,MACHINERY,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",30/10/1995,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",24,0.045
106,Customer#000000106,11-751-989-4627,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,29/03/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",11,0.04
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,22/04/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,2,0.07
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,22/04/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,2,0.07
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,10/02/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,28,0.03
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,10/02/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,28,0.03
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,10/02/1996,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,43,0.09
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,10/02/1996,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,43,0.09
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,10/02/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",12,0.07
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,10/02/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",12,0.07
73,Customer#000000073,10-473-439-3214,BUILDING,0,ALGERIA, haggle. carefully final deposits detect slyly agai,15/01/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,33,0.08
73,Customer#000000073,10-473-439-3214,BUILDING,0,ALGERIA, haggle. carefully final deposits detect slyly agai,15/01/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,33,0.08
8,Customer#000000008,27-147-574-9335,BUILDING,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,13/04/1997,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,11,0.02
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,38,0.02
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,38,0.02
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,38,0.02
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,06/04/1998,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,51,0.02
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,06/04/1998,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,51,0.02
101,Customer#000000101,12-514-298-3699,MACHINERY,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,28/07/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,46,0
101,Customer#000000101,12-514-298-3699,MACHINERY,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,28/07/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,46,0
62,Customer#000000062,17-361-978-7059,MACHINERY,7,GERMANY,"l platelets. regular accounts x-ray: unusual, regular acco",10/05/1992,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,44,0.05
62,Customer#000000062,17-361-978-7059,MACHINERY,7,GERMANY,"l platelets. regular accounts x-ray: unusual, regular acco",10/05/1992,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,44,0.05
43,Customer#000000043,29-316-665-2897,MACHINERY,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,29/06/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,35,0.045
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",06/01/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,16,0.02
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",06/01/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,16,0.02
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",06/01/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,16,0.02
80,Customer#000000080,10-267-172-7101,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,17/09/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",60,0.015
80,Customer#000000080,10-267-172-7101,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,17/09/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",60,0.015
79,Customer#000000079,25-147-850-4166,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,31/12/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,37,0
92,Customer#000000092,12-446-416-8471,MACHINERY,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,22/03/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",6,0.09
92,Customer#000000092,12-446-416-8471,MACHINERY,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,22/03/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",6,0.09
92,Customer#000000092,12-446-416-8471,MACHINERY,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,22/03/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",6,0.09
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/02/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,48,0
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/02/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,48,0
