CUSTKEY,CUSTNAME,CUSTADDRESS,SEGMENT,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY,NATION,REGIONKEY,REGION,PARTKEY,PARTNAME,BRAND,MANUFACTURE,TYPE,QUANTITY,EXTENDEDPRICE,TAX
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,66,cornflower pale almond lemon linen,Brand#35,Manufacturer#3,PROMO ANODIZED NICKEL,9,8694.54,0.05
10,Customer#000000010,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,94,blanched pink frosted mint snow,Brand#35,Manufacturer#3,STANDARD POLISHED BRASS,41,40757.69,0.06
101,Customer#000000101,sMmL2rNeHDltovSm Y,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,177,indian turquoise purple green spring,Brand#21,Manufacturer#2,MEDIUM BRUSHED STEEL,37,39855.29,0.04
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,137,cornsilk drab ghost sandy royal,Brand#31,Manufacturer#3,ECONOMY PLATED STEEL,33,34225.29,0.02
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,43,medium lace midnight royal chartreuse,Brand#44,Manufacturer#4,PROMO POLISHED STEEL,35,33006.4,0.03
128,Customer#000000128,AmKUMlJf2NRHcKGmKjLS,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,100,cyan orchid indian cornflower saddle,Brand#33,Manufacturer#3,ECONOMY ANODIZED TIN,13,13001.3,0.01
128,Customer#000000128,AmKUMlJf2NRHcKGmKjLS,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,136,cornsilk maroon blanched thistle rosy,Brand#22,Manufacturer#2,SMALL PLATED STEEL,22,22794.86,0
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,1,1013.11,0.05
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,85,dim deep aquamarine smoke pale,Brand#55,Manufacturer#5,PROMO ANODIZED NICKEL,4,3940.32,0.05
11,Customer#000000011,PkWS 3HlXqwTuzrKg633BEi,BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,9,thistle dim navajo dark gainsboro,Brand#43,Manufacturer#4,SMALL BURNISHED STEEL,68,30906,0.04
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,100,cyan orchid indian cornflower saddle,Brand#33,Manufacturer#3,ECONOMY ANODIZED TIN,21,21002.1,0.02
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,118,ghost plum brown coral cornsilk,Brand#25,Manufacturer#2,PROMO ANODIZED TIN,18,18325.98,0.01
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,65,slate drab medium puff gainsboro,Brand#53,Manufacturer#5,MEDIUM BRUSHED COPPER,23,22196.38,0.01
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,30,31294.2,0.01
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,1,goldenrod lavender spring chocolate lace,Brand#13,Manufacturer#1,PROMO BURNISHED COPPER,19,17119,0.05
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,169,bisque misty sky cornflower peach,Brand#55,Manufacturer#5,STANDARD POLISHED BRASS,34,36351.44,0.06
104,Customer#000000104,9mcCK L7rt0SwiYtrbO88DiZS7U d7M,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,19,18393.14,0.06
16,Customer#000000016,"cYiaeMLZSMAOQ2 d0W,",FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,128,dark burlywood burnished snow sky,Brand#22,Manufacturer#2,PROMO PLATED TIN,8,8224.96,0.01
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,82,khaki tomato purple almond tan,Brand#15,Manufacturer#1,ECONOMY POLISHED TIN,23,22587.84,0.03
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,53,bisque rose cornsilk seashell purple,Brand#23,Manufacturer#2,ECONOMY BURNISHED NICKEL,35,33356.75,0.06
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,54,blanched mint yellow papaya cyan,Brand#21,Manufacturer#2,LARGE BURNISHED COPPER,42,40070.1,0.07
137,Customer#000000137,cdW91p92rlAEHgJafqYyxf1Q,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,40,41725.6,0.08
38,Customer#000000038,a5Ee5e9568R8RLP 2ap7,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,9,8559.45,0.02
38,Customer#000000038,a5Ee5e9568R8RLP 2ap7,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,163,blush metallic maroon lawn forest,Brand#21,Manufacturer#2,ECONOMY PLATED TIN,35,37210.6,0.01
124,Customer#000000124,"aTbyVAW5tCd,v09O",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,59,misty brown medium mint salmon,Brand#53,Manufacturer#5,MEDIUM POLISHED TIN,32,30689.6,0.08
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,43,medium lace midnight royal chartreuse,Brand#44,Manufacturer#4,PROMO POLISHED STEEL,11,10373.44,0
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,117,tomato honeydew pale red yellow,Brand#14,Manufacturer#1,SMALL BRUSHED TIN,35,35598.85,0.04
134,Customer#000000134,sUiZ78QCkTQPICKpA9OBzkUp2FM,BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,167,almond floral grey dim sky,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,43,45887.88,0
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,101,powder deep lavender violet gainsboro,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,44,44048.4,0.04
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,115,spring chiffon cream orchid dodger,Brand#45,Manufacturer#4,STANDARD POLISHED STEEL,40,40604.4,0.01
143,Customer#000000143,681r22uL452zqk 8By7I9o9enQfx0,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,5,5065.55,0
110,Customer#000000110,mymPfgphaYXNYtk,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,66,cornflower pale almond lemon linen,Brand#35,Manufacturer#3,PROMO ANODIZED NICKEL,36,34778.16,0.04
110,Customer#000000110,mymPfgphaYXNYtk,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,21,lemon floral azure frosted lime,Brand#33,Manufacturer#3,SMALL BURNISHED TIN,18,16578.36,0.01
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,174,hot cornflower slate saddle pale,Brand#15,Manufacturer#1,ECONOMY BRUSHED COPPER,31,33299.27,0.08
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,141,honeydew magenta tomato spring medium,Brand#35,Manufacturer#3,STANDARD ANODIZED STEEL,42,43727.88,0
106,Customer#000000106,xGCOEAUjUNG,MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,81,misty sandy cornsilk dodger blush,Brand#53,Manufacturer#5,ECONOMY BRUSHED TIN,1,981.08,0.07
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,186,grey purple chocolate turquoise plum,Brand#23,Manufacturer#2,ECONOMY BRUSHED TIN,42,45619.56,0.08
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,34,34309.4,0.03
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,131,tomato moccasin cyan brown goldenrod,Brand#52,Manufacturer#5,STANDARD ANODIZED BRASS,32,32996.16,0.07
10,Customer#000000010,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,133,firebrick black dodger pink salmon,Brand#13,Manufacturer#1,SMALL BRUSHED NICKEL,11,11364.43,0.02
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,3,spring green yellow purple cornsilk,Brand#42,Manufacturer#4,STANDARD POLISHED BRASS,38,34314,0.08
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,176,pink drab ivory papaya grey,Brand#24,Manufacturer#2,SMALL ANODIZED STEEL,38,40894.46,0.04
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,95,dodger beige wheat orchid navy,Brand#33,Manufacturer#3,LARGE BRUSHED TIN,28,27862.52,0.07
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,43,medium lace midnight royal chartreuse,Brand#44,Manufacturer#4,PROMO POLISHED STEEL,47,44322.88,0.04
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,107,violet honeydew bisque sienna orchid,Brand#53,Manufacturer#5,SMALL BURNISHED TIN,7,7049.7,0.01
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,166,linen bisque tomato gainsboro goldenrod,Brand#52,Manufacturer#5,LARGE POLISHED COPPER,30,31984.8,0.08
34,Customer#000000034,"Q6G9wZ6dnczmtOx509xgE,M2KV",HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,167,almond floral grey dim sky,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,7,7470.12,0.06
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,69,lace burnished rosy antique metallic,Brand#52,Manufacturer#5,MEDIUM POLISHED BRASS,16,15504.96,0.01
47,Customer#000000047,b0UgocSqEW5 gdVbhNT,BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,2,blush thistle blue yellow saddle,Brand#13,Manufacturer#1,LARGE BRUSHED BRASS,34,30668,0.08
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,31,29482.55,0.03
23,Customer#000000023,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,154,peru moccasin peach pale spring,Brand#11,Manufacturer#1,ECONOMY ANODIZED TIN,8,8433.2,0.03
34,Customer#000000034,"Q6G9wZ6dnczmtOx509xgE,M2KV",HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,147,honeydew orange dodger linen lace,Brand#11,Manufacturer#1,MEDIUM PLATED COPPER,24,25131.36,0.06
128,Customer#000000128,AmKUMlJf2NRHcKGmKjLS,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,83,blush green dim lawn peru,Brand#12,Manufacturer#1,PROMO BURNISHED NICKEL,48,47187.84,0
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,84,salmon floral cream rose dark,Brand#45,Manufacturer#4,SMALL ANODIZED NICKEL,20,19681.6,0.03
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,62,tan cornsilk spring grey chocolate,Brand#35,Manufacturer#3,STANDARD BRUSHED BRASS,31,29823.86,0.04
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,62,tan cornsilk spring grey chocolate,Brand#35,Manufacturer#3,STANDARD BRUSHED BRASS,25,24051.5,0.07
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,116,goldenrod black slate forest red,Brand#53,Manufacturer#5,PROMO POLISHED NICKEL,22,22354.42,0.07
1,Customer#000000001,"IVhzIApeRb ot,c,E",BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,89,ghost lace lemon sienna saddle,Brand#53,Manufacturer#5,STANDARD BURNISHED STEEL,37,36595.96,0
73,Customer#000000073,8IhIxreu4Ug6tt5mog4,BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,169,bisque misty sky cornflower peach,Brand#55,Manufacturer#5,STANDARD POLISHED BRASS,1,1069.16,0.04
62,Customer#000000062,"upJK2Dnw13,",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,57,purple blue light sienna deep,Brand#32,Manufacturer#3,MEDIUM BURNISHED BRASS,8,7656.4,0
115,Customer#000000115,0WFt1IXENmUT2BgbsB0ShVKJZt0HCBCbFl0aHc,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,136,cornsilk maroon blanched thistle rosy,Brand#22,Manufacturer#2,SMALL PLATED STEEL,6,6216.78,0.02
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,86,green blanched firebrick dim cream,Brand#44,Manufacturer#4,STANDARD PLATED TIN,6,5916.48,0.03
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,4,4052.44,0.06
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,2,blush thistle blue yellow saddle,Brand#13,Manufacturer#1,LARGE BRUSHED BRASS,29,26158,0.05
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,38,38498.18,0.08
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,84,salmon floral cream rose dark,Brand#45,Manufacturer#4,SMALL ANODIZED NICKEL,49,48219.92,0.07
119,Customer#000000119,M1ETOIecuvH8DtM0Y0nryXfW,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,100,cyan orchid indian cornflower saddle,Brand#33,Manufacturer#3,ECONOMY ANODIZED TIN,42,42004.2,0.08
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,107,violet honeydew bisque sienna orchid,Brand#53,Manufacturer#5,SMALL BURNISHED TIN,39,39276.9,0
16,Customer#000000016,"cYiaeMLZSMAOQ2 d0W,",FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,47,honeydew red azure magenta brown,Brand#45,Manufacturer#4,LARGE BURNISHED BRASS,41,38828.64,0
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,31,32213.03,0.01
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,47,honeydew red azure magenta brown,Brand#45,Manufacturer#4,LARGE BURNISHED BRASS,11,10417.44,0.02
95,Customer#000000095,"EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7",MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,163,blush metallic maroon lawn forest,Brand#21,Manufacturer#2,ECONOMY PLATED TIN,25,26579,0.07
95,Customer#000000095,"EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7",MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,8,misty lace thistle snow royal,Brand#44,Manufacturer#4,PROMO BURNISHED TIN,19,17252,0.01
11,Customer#000000011,PkWS 3HlXqwTuzrKg633BEi,BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,73,cream moccasin royal dim chiffon,Brand#21,Manufacturer#2,SMALL BRUSHED COPPER,38,36976.66,0
130,Customer#000000130,RKPx2OfZy0Vn 8wGWZ7F2EAvmMORl1k8iH,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,72,34850.16,0
35,Customer#000000035,TEjWGE4nBzJL2,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,166,linen bisque tomato gainsboro goldenrod,Brand#52,Manufacturer#5,LARGE POLISHED COPPER,29,30918.64,0.08
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,164,orange cyan magenta navajo indian,Brand#23,Manufacturer#2,LARGE PLATED BRASS,50,53208,0.05
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,122,gainsboro royal forest dark lace,Brand#21,Manufacturer#2,MEDIUM ANODIZED TIN,4,4088.48,0.02
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,39,rose medium floral salmon powder,Brand#53,Manufacturer#5,SMALL POLISHED TIN,15,14085.45,0.02
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,6,6547.14,0.02
115,Customer#000000115,0WFt1IXENmUT2BgbsB0ShVKJZt0HCBCbFl0aHc,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,13,ghost olive orange rosy thistle,Brand#55,Manufacturer#5,MEDIUM BURNISHED NICKEL,14,12782.14,0.02
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,45,21781.35,0.05
65,Customer#000000065,"RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,15,blanched honeydew sky turquoise medium,Brand#15,Manufacturer#1,LARGE ANODIZED BRASS,33,30195.33,0
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,138,dark aquamarine tomato medium puff,Brand#13,Manufacturer#1,ECONOMY BURNISHED COPPER,58,30105.77,0.05
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,104,plum cyan cornflower midnight royal,Brand#13,Manufacturer#1,MEDIUM ANODIZED STEEL,19,19077.9,0.03
2,Customer#000000002,"XSTf4,NCwDVaWNe6tEgvwfmRchLXak",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,10,linen pink saddle puff powder,Brand#54,Manufacturer#5,LARGE BURNISHED STEEL,23,20930.23,0.04
23,Customer#000000023,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,102,papaya maroon blush powder sky,Brand#31,Manufacturer#3,MEDIUM BURNISHED BRASS,8,4008.4,0.035
23,Customer#000000023,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,183,ivory white burnished papaya cornflower,Brand#52,Manufacturer#5,PROMO POLISHED STEEL,8,8665.44,0.07
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,10,10131.1,0.01
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,97,coral dodger beige black chartreuse,Brand#33,Manufacturer#3,MEDIUM POLISHED BRASS,26,25924.34,0.08
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,192,thistle puff pink cream orange,Brand#34,Manufacturer#3,STANDARD BRUSHED COPPER,46,50240.74,0.04
